iter	Logloss
542	0.54819512
543	0.5480940604
544	0.5480535435
545	0.5479348641
546	0.5477564486
547	0.5476693081
548	0.5476200351
549	0.5474722863
550	0.5473972979
551	0.547306005
552	0.547215219
553	0.5470826979
554	0.5469519887
555	0.5467902016
556	0.5466652521
557	0.5465478798
558	0.5465122402
559	0.5464525737
560	0.546271544
561	0.5461256581
562	0.5459545531
563	0.5458520833
564	0.545563	0.1324594868
564	0.1322353701
565	0.1318846853
566	0.13568	0.545473458
569	0.5453879537
570	0.5452179829
571	0.5450776217
572	0.5450236243
573	0.544953232
574	0.544769579
575	0.5446326239
576	0.54445575	0.1292401606
576	0.12897864
577	0.1286431961
578	0.1283484363
579	0.128052194
580	0.1277498863
581	0.1275216275
582	0.1272425965
583	0.1270800013
584	0.1268809757
585	0.1266549672
586	0.1264012275
587	0.1261684241
588	0.1257916242
589	0.1255796429
590	0.125387815
591	0.125212071
592	0.1249150968
593	0.1246104588
594	0.12446103
595	0.1240911073
596	0.1237750526
597	0.1234568326
598	0.1231393785
599	0.122911501
600	0.1226728443
601	0.1224084537
602	0.1222270409
603	0.1218450823
604	0.1216002321
605	0.1212384283
606	0.1209337678
607	0.1206319933
608	0.1203519325
609	0.1201357747
610	0.1197662604
611	0.1194855776
612	0.1193105696
613	0.1191116818
614	0.1187713855
615	0.1184980179
616	0.1182469349
617	0.1179410556
618	0.1177246716
619	0.1173394122
620	0.1171383666
621	0.1167932154
622	0.1165863226
623	0.1164637807
624	0.1162889429
625	0.1161121343
626	0.1159114429
627	0.115668965
628	0.1154968203
629	0.1153532335
630	0.1150705831
631	0.1149284642
632	0.1146930404
633	0.1144537842
634	0.1141320493
635	0.1137900622
636	0.1136470926
637	0.113464806
638	0.1132725572
639	0.1130105151
640	0.1128316582
641	0.1126558523
642	0.1124843832
643	0.1121377874
644	0.1119333151
645	0.1116372514
646	0.1113495714
647	0.11120225
648	0.1109929628
649	0.1107569679
650	0.1105830554
651	0.1103299157
652	0.1101511432
653	0.1099702361
654	0.1097793336
655	0.1094905151
656	0.109255763
657	0.1090151877
658	0.1087713371
659	0.1085591351
660	0.1084122776
661	0.108235826
662	0.1080597159
663	0.1078915067
664	0.1076318684
665	0.1073876286
666	0.1073513959
667	0.1070377587
668	0.1069303248
669	0.1066667931
670	0.1064575983
671	0.1063191085
672	0.1060790369
673	0.1060176585
674	0.1058250138
675	0.1056587451
676	0.1055305634
677	0.1053549421
678	0.1051267008
679	0.1050309326
680	0.1048392879
681	0.1047663767
682	0.1045531751
683	0.104415622
684	0.1041963221
685	0.104048326
686	0.1038435024
687	0.1036288774
688	0.1034074726
689	0.1032099597
690	0.1029892459
691	0.1027406616
692	0.1026387555
693	0.1024538977
694	0.10243155
695	0.1022373987
696	0.1020782982
697	0.1018721467
698	0.1016274276
699	0.1014784655
700	0.1012750064
701	0.1010765007
702	0.1008990913
703	0.1007082865
704	0.1005064088
705	0.1002871628
706	0.1000928328
707	0.09981190341
708	0.09962958026
709	0.09941743239
710	0.09917486697
711	0.09899775102
712	0.09885079358
713	0.09860763775
714	0.09841874318
715	0.09825941671
716	0.09813565804
717	0.09801575578
718	0.09785914665
719	0.09766514506
720	0.09746025587
721	0.09720579671
722	0.09700422913
723	0.0968434583
724	0.09661432811
725	0.09651789252
726	0.09633452968
727	0.0961435314
728	0.09595984466
729	0.09576246936
730	0.0956150873
731	0.09548857854
732	0.09527494386
733	0.09508462563
734	0.09493142527
735	0.094763998
736	0.09455626776
737	0.09435474221
738	0.0942425677
739	0.09408712158
740	0.09388704183
741	0.09371641014
742	0.09354896033
743	0.09342091966
744	0.09330765931
745	0.09311650858
746	0.09294716499
747	0.09279608599
748	0.0926020247
749	0.09244404185
750	0.09224452732
751	0.09206783476
752	0.0919195851
753	0.09173526931
754	0.09154243489
755	0.09131755031
756	0.09117364803
757	0.09102808943
758	0.09078064214
759	0.090654786
760	0.09046438053
761	0.09027007278
762	0.09012568102
763	0.08996561895
764	0.08978756283
765	0.08960923756
766	0.08941102206
767	0.08928216393
768	0.08913812647
769	0.08910603343
770	0.08902300844
771	0.08884194314
772	0.0887349806
773	0.08853152969
774	0.08836561278
775	0.08819034547
776	0.08806262857
777	0.08787036525
778	0.08774538911
779	0.08753537712
780	0.08729721553
781	0.0871101785
782	0.08695717607
783	0.08678920364
784	0.08665193077
785	0.08650279763
786	0.08634843389
787	0.08623186488
788	0.08609457089
789	0.08591666865
790	0.08574356613
791	0.08558382718
792	0.08543112825
793	0.08529136419
794	0.08513833107
795	0.08502787012
796	0.08490298095
797	0.08474563901
798	0.08460576853
799	0.08440690466
800	0.08418891466
801	0.08407679946
802	0.08389536511
803	0.08378480343
804	0.08368073765
805	0.08358476772
806	0.08349232728
807	0.08335260137
808	0.08323652577
809	0.08315157904
810	0.08300075216
811	0.08281498689
812	0.08269716252
813	0.08255049581
814	0.08241425342
815	0.08228058839
816	0.0822046596
817	0.08202349151
818	0.08182469584
819	0.08172103893
820	0.08167721991
821	0.08162956977
822	0.08147646239
823	0.08133247698
824	0.08122295887
825	0.08100432813
826	0.0808884392
827	0.08077083053
828	0.08069332136
829	0.08059622615
830	0.08045113598
831	0.08031523548
832	0.08016875605
833	0.08003131593
834	0.07995425697
835	0.07976188287
836	0.07960286674
837	0.07949195829
838	0.0793797083
839	0.07927880662
840	0.0791623722
841	0.07902204558
842	0.07893633914
843	0.07883627786
844	0.07864434296
845	0.07851171408
846	0.07836113397
847	0.07819971074
848	0.07816034564
849	0.0779776804
850	0.0778066261
851	0.07769699412
852	0.07756142396
853	0.07743838828
854	0.07732712579
855	0.07724228811
856	0.07712277716
857	0.07702503105
858	0.07689784557
859	0.07677976758
860	0.07666367945
861	0.07657951727
862	0.07641495616
863	0.07628488349
864	0.07612767122
865	0.07599547401
866	0.0758389671
867	0.07571204281
868	0.0755582105
869	0.07544037417
870	0.0753076261
871	0.07521199162
872	0.07508293459
873	0.07491544245
874	0.07477894408
875	0.07461907516
876	0.07448729622
877	0.07439569654
878	0.07426332926
879	0.07416303422
880	0.07405835919
881	0.07396661796
882	0.07389980716
883	0.07377732198
884	0.07365429803
885	0.07351176173
886	0.07341827594
887	0.07332354665
888	0.07319711162
889	0.073043751
890	0.07293735999
891	0.07282746214
892	0.07269073407
893	0.07257942292
894	0.07247003814
895	0.07234577709
896	0.07218575302
897	0.07210497473
898	0.07196905882
899	0.07190151844
900	0.07178484808
901	0.07164512927
902	0.07150726827
903	0.07138087084
904	0.07129100015
905	0.07117245461
906	0.07106605956
907	0.07091821963
908	0.07080357483
909	0.07070381129
910	0.07059880664
911	0.07048130684
912	0.07032553794
913	0.07022858177
914	0.07017617218
915	0.07003456835
916	0.06989931661
917	0.06978936525
918	0.06967067562
919	0.0695953329
920	0.0694647746
5772
935	0.4971836545
936	0.497020947
937	0.4968144108
938	0.4966200633
939	0.4964397701
940	0.4963005641
941	0.4962666934
942	0.4961277629
943	0.4959788469
944	0.4958224264
945	0.4957070934
946	0.4955390873
947	0.4954723287
948	0.495267302
949	0.4951415088
950	0.4949066146
951	0.4946931312
952	0.4944639527
953	0.4942616577
954	0.4940597058
955	0.4939029385
956	0.4937299052
957	0.4935869072
958	0.4934337709
959	0.4932846851
960	0.4930886092
961	0.4929299405
962	0.4927471684
963	0.4926002782
964	0.4924446454
965	0.4923616474
966	0.4923171445
967	0.4922473622
968	0.4921694827
969	0.4919554408
970	0.4919313993
971	0.4917504469
972	0.4915958032
973	0.4913484243
974	0.491158838
975	0.490985816
976	0.490886065
977	0.4906707497
978	0.4906220241
979	0.4905850911
980	0.490445718
981	0.4902504209
982	0.4901455794
983	0.489986018
984	0.4898311864
985	0.4898075534
986	0.4896903742
987	0.4895100774
988	0.4894077663
989	0.4893892676
990	0.4892468359
991	0.4890307785
992	0.488868874
993	0.4888074795
994	0.4886770174
995	0.4885698167
996	0.4884043913
997	0.4882453494
998	0.4880803023
999	0.4879390716
